Timestamp;TimeSeconds;PosX;PosY;PosZ
00:09,760;9,76;4,437011;1,62148;-5,861409
00:09,780;9,78;4,437011;1,62148;-5,861409
00:09,800;9,80;4,437011;1,62148;-5,861409
00:09,820;9,82;4,437011;1,62148;-5,861409
00:09,840;9,84;4,437011;1,62148;-5,861409
00:09,860;9,86;4,437011;1,62148;-5,861409
00:09,880;9,88;4,437011;1,62148;-5,861409
00:09,900;9,90;4,437011;1,62148;-5,861409
00:09,920;9,92;4,437011;1,62148;-5,861409
00:09,940;9,94;4,437011;1,62148;-5,861409
00:09,960;9,96;4,437011;1,62148;-5,861409
00:09,980;9,98;4,437011;1,62148;-5,861409
00:10,000;10,00;4,437011;1,62148;-5,861409
00:10,020;10,02;4,437011;1,62148;-5,861409
00:10,040;10,04;4,437011;1,62148;-5,861409
00:10,060;10,06;4,437011;1,62148;-5,861409
00:10,080;10,08;4,437011;1,62148;-5,861409
00:10,100;10,10;4,437011;1,62148;-5,861409
00:10,120;10,12;4,437011;1,62148;-5,861409
00:10,140;10,14;4,437011;1,62148;-5,861409
00:10,160;10,16;4,437011;1,62148;-5,861409
00:10,180;10,18;4,437011;1,62148;-5,861409
00:10,200;10,20;4,437011;1,62148;-5,861409
00:10,220;10,22;4,437011;1,62148;-5,861409
00:10,240;10,24;4,437011;1,62148;-5,861409
00:10,260;10,26;4,437011;1,62148;-5,861409
00:10,280;10,28;4,437011;1,62148;-5,861409
00:10,300;10,30;4,437011;1,62148;-5,861409
00:10,320;10,32;4,437011;1,62148;-5,861409
00:10,340;10,34;4,437011;1,62148;-5,861409
00:10,360;10,36;4,437011;1,62148;-5,861409
00:10,380;10,38;4,437011;1,62148;-5,861409
00:10,400;10,40;4,437011;1,62148;-5,861409
00:10,420;10,42;4,437011;1,62148;-5,861409
00:10,440;10,44;4,437011;1,62148;-5,861409
00:10,460;10,46;4,437011;1,62148;-5,861409
00:10,480;10,48;4,437011;1,62148;-5,861409
00:10,500;10,50;4,433;1,62148;-5,858
00:10,520;10,52;4,429;1,62148;-5,855
00:10,540;10,54;4,422;1,62148;-5,849
00:10,560;10,56;4,422;1,62148;-5,849
00:10,580;10,58;4,415;1,62148;-5,843
00:10,600;10,60;4,406;1,62148;-5,838
00:10,620;10,62;4,392;1,62148;-5,833
00:10,640;10,64;4,374;1,62148;-5,825
00:10,660;10,66;4,361;1,62148;-5,82
00:10,680;10,68;4,348;1,62148;-5,815
00:10,700;10,70;4,326;1,62148;-5,806
00:10,720;10,72;4,315;1,62148;-5,799
